question,query
tell me the word form?,"SELECT word form WHERE notes EQL literally ""one hundred thousand"""
what do you mean by word form when there are literally 100 thousand notes?,"SELECT word form WHERE notes EQL literally ""one hundred thousand"""
how can i determine word form when the notes are literally a hundred thousand?,"SELECT word form WHERE notes EQL literally ""one hundred thousand"""
what is word form when notes are literally one hundred thousand?,"SELECT word form WHERE notes EQL literally ""one hundred thousand"""
what's the word form when the notes are literally a hundred thousand?,"SELECT word form WHERE notes EQL literally ""one hundred thousand"""
What is the Other transliteration for value 1 000?,SELECT other WHERE value EQL 1 000
what is a different word for 1 000?,SELECT other WHERE value EQL 1 000
can you list the other transliteration for the value 1 000?,SELECT other WHERE value EQL 1 000
What is the word form for the ALA-LC transliteration of muay s″ain?,SELECT word form WHERE ala-lc EQL muay s″ain
how is the ala-lc translation of muay sain?,SELECT word form WHERE ala-lc EQL muay s″ain
tell me the meaning of ala-lc transliteration of mutay sain?,SELECT word form WHERE ala-lc EQL muay s″ain
what is the form for ala-lc transliteration of muay sain?,SELECT word form WHERE ala-lc EQL muay s″ain
tell me the word form of the ala-lc transliteration of muay sain?,SELECT word form WHERE ala-lc EQL muay s″ain
What number value has the Other transliteration of muoy roy?,SELECT value WHERE other EQL muoy roy
which number is another transliteration of muoy roy?,SELECT value WHERE other EQL muoy roy
What can you say is the word from of sam sep?,SELECT word form WHERE other EQL sam sep
What can you say is the word from of sam sep?,SELECT word form WHERE other EQL sam sep
"for the other of soun, what's the khmer?",SELECT khmer WHERE other EQL soun
what's going on with the other soun?,SELECT khmer WHERE other EQL soun
is there some other soun?,SELECT khmer WHERE other EQL soun
how about the khmer?,SELECT khmer WHERE other EQL soun
what about the khmer?,SELECT khmer WHERE other EQL soun
"for the other of mouy, what's the khmer?",SELECT khmer WHERE other EQL mouy
"for the other of mouy, what's the khmer?",SELECT khmer WHERE other EQL mouy
what's the tuesday time with location being millhopper,SELECT tuesday WHERE location EQL millhopper
what's the tuesday time with location being millhopper,SELECT tuesday WHERE location EQL millhopper
what's the wednesday time with monday being 10:00-8:00,SELECT wednesday WHERE monday EQL 10:00-8:00
what's the thursday time with location being hawthorne,SELECT thursday WHERE location EQL hawthorne
what's going on on thursday at the location of hanthorn,SELECT thursday WHERE location EQL hawthorne
What draw has a lost less than 6 with 28 as the points?,SELECT draw WHERE lost LT 6 AND points EQL 28
What draw has a lost less than 6 with 28 as the points?,SELECT draw WHERE lost LT 6 AND points EQL 28
Which constructor was there for the race with 25 laps?,SELECT constructor WHERE laps EQL 25
which constructor took the 25 laps race?,SELECT constructor WHERE laps EQL 25
which was the constructor who finished with 25 laps?,SELECT constructor WHERE laps EQL 25
Which driver had brm as a constructor and a time/retired of engine?,SELECT driver WHERE constructor EQL brm AND time/retired EQL engine
Which driver had brm as a constructor and a time/retired of engine?,SELECT driver WHERE constructor EQL brm AND time/retired EQL engine
"Which Score has an Attendance larger than 13,175 and a Record of 18-16?","SELECT score WHERE attendance GT 13,175 AND record EQL 18-16"
"Which Score has an Attendance larger than 13,175 and a Record of 18-16?","SELECT score WHERE attendance GT 13,175 AND record EQL 18-16"
Who took the loss on the April 6 game?,SELECT loss WHERE date EQL april 6
who took the losing margin on april 6?,SELECT loss WHERE date EQL april 6
who took the loss on april 6th?,SELECT loss WHERE date EQL april 6
who took the loss on april 6?,SELECT loss WHERE date EQL april 6
who took a loss on the april 6 game?,SELECT loss WHERE date EQL april 6
What was the record after the April 15 game?,SELECT record WHERE date EQL april 15
what was the record following the game on april 15?,SELECT record WHERE date EQL april 15
what was the record after the game on april 15?,SELECT record WHERE date EQL april 15
what was the record after the 15th of april game?,SELECT record WHERE date EQL april 15
Who was the opponent that led to a 10-13 record?,SELECT opponent WHERE record EQL 10-13
who was the opponent who led to the 10-13 record?,SELECT opponent WHERE record EQL 10-13
who are the opponents that led to a 10-13 record?,SELECT opponent WHERE record EQL 10-13
who was the opponent who led to a 10-13 record?,SELECT opponent WHERE record EQL 10-13
What is the name of the opponent that has a record of 66-69?,SELECT opponent WHERE record EQL 66-69
can you list the opponent with the record of 66-69?,SELECT opponent WHERE record EQL 66-69
tell me the name of the opponent with a record of 66-69?,SELECT opponent WHERE record EQL 66-69
tell me the name of the opponent who has a record of 66 - 69?,SELECT opponent WHERE record EQL 66-69
tell me the name of an opponent that has a record of 66-69?,SELECT opponent WHERE record EQL 66-69
what's the name of the opponent who has a record of 66 - 69?,SELECT opponent WHERE record EQL 66-69
what is the name of the opponent with a record of 66-69?,SELECT opponent WHERE record EQL 66-69
Which opponent led to a 56-59 record?,SELECT opponent WHERE record EQL 56-59
which opponent contributed to a 56-59 record?,SELECT opponent WHERE record EQL 56-59
what opponent won the 56-59 record?,SELECT opponent WHERE record EQL 56-59
which opponent led to the 56-59 record?,SELECT opponent WHERE record EQL 56-59
which opponent led to a 56-59 record?,SELECT opponent WHERE record EQL 56-59
What's Yurchikhin Fyodor Yurchikhin's number? ,SELECT number WHERE astronaut EQL yurchikhin fyodor yurchikhin
tell me the fyodor yurchikhin number?,SELECT number WHERE astronaut EQL yurchikhin fyodor yurchikhin
what is fyodor yurchikhin's number?,SELECT number WHERE astronaut EQL yurchikhin fyodor yurchikhin
what is yurchikhin fyodor yurchikhin's number?,SELECT number WHERE astronaut EQL yurchikhin fyodor yurchikhin
How long was the walk numbered at 17?,SELECT total time hours:minutes WHERE number EQL 17
how long did it take for a walk of 17?,SELECT total time hours:minutes WHERE number EQL 17
What was the score on April 18?,SELECT score WHERE date EQL april 18
tell me the score on april 18th?,SELECT score WHERE date EQL april 18
what was your score on april 18th?,SELECT score WHERE date EQL april 18
what was the score on april 18th?,SELECT score WHERE date EQL april 18
what was the score on april 18?,SELECT score WHERE date EQL april 18
What was the attendance when Nakamura (0-1) lost?,SELECT attendance WHERE loss EQL nakamura (0-1)
what was the attendance when nakamura lost 0-1?,SELECT attendance WHERE loss EQL nakamura (0-1)
What was their record when they lost with Lilly (0-1) pitching?,SELECT record WHERE loss EQL lilly (0-1)
what was their record when they lost against lilly 0-1?,SELECT record WHERE loss EQL lilly (0-1)
Which venue did the runner have a note of 1:23:07?,SELECT venue WHERE notes EQL 1:23:07
What is the note result when the runner finished 19th in 2008?,SELECT notes WHERE year EQL 2008 AND position EQL 19th
what happens when a runner finishes 19th in 2008?,SELECT notes WHERE year EQL 2008 AND position EQL 19th
what happened when the runner finished 19th in 2008?,SELECT notes WHERE year EQL 2008 AND position EQL 19th
What date was 53-75 recorded?,SELECT date WHERE record EQL 53-75
what was the date between 53 and 75?,SELECT date WHERE record EQL 53-75
when was the period 53-75 recorded?,SELECT date WHERE record EQL 53-75
Name the loss with record of 14-19,SELECT loss WHERE record EQL 14-19
Name the loss with record of 14-19,SELECT loss WHERE record EQL 14-19
Name the score with record of 17-27,SELECT score WHERE record EQL 17-27
Name the score with record of 17-27,SELECT score WHERE record EQL 17-27
Name the opponent with record of 12-18,SELECT opponent WHERE record EQL 12-18
nominate an opponent with a record of 12-18,SELECT opponent WHERE record EQL 12-18
choose the opponent with records of 12-18,SELECT opponent WHERE record EQL 12-18
What was the score of the game that put the team at 27-32?,SELECT loss WHERE record EQL 27-32
what was the score of the game that put the team in 32-27?,SELECT loss WHERE record EQL 27-32
what were the scores for the game that put the team at 27-32?,SELECT loss WHERE record EQL 27-32
what was the score of the game that placed the team at 27-32?,SELECT loss WHERE record EQL 27-32
what was the score of the game which put the team at 27-32?,SELECT loss WHERE record EQL 27-32
what was the score in the game that put the team at 27-32?,SELECT loss WHERE record EQL 27-32
what was the score of the game that put the team at 27-32?,SELECT loss WHERE record EQL 27-32
Who was the opponent at the game that had a loss of Harden (9-6)?,SELECT opponent WHERE loss EQL harden (9-6)
Which Pavilion depth has a Crown angle of 34.0–34.7°?,SELECT pavilion depth WHERE crown angle EQL 34.0–34.7°
Which Brilliance Grade has a Benchmark of practical fine cut?,SELECT brilliance grade WHERE benchmark EQL practical fine cut
Which Brilliance Grade has a Benchmark of practical fine cut?,SELECT brilliance grade WHERE benchmark EQL practical fine cut
Which Table diameter has a Crown height of 14.45%?,SELECT table diameter WHERE crown height EQL 14.45%
Which Table diameter has a Crown height of 14.45%?,SELECT table diameter WHERE crown height EQL 14.45%
Who are all the opponents of Slovakia?,SELECT opponents WHERE against EQL slovakia
who is slovakia's adversary?,SELECT opponents WHERE against EQL slovakia
who is slovakia's opponent?,SELECT opponents WHERE against EQL slovakia
who are the opponents of slovakia?,SELECT opponents WHERE against EQL slovakia
What is the name of the round against the opponents jesse huta galung peter wessels?,SELECT round WHERE opponents EQL jesse huta galung peter wessels
What is the name of the round against the opponents jesse huta galung peter wessels?,SELECT round WHERE opponents EQL jesse huta galung peter wessels
WHAT WAS THE SURFACE MADE OF WHEN THE OPPONENT WAS GEORGE KHRIKADZE?,SELECT surface WHERE opponent EQL george khrikadze
WHAT WAS THE SURFACE MADE OF WHEN THE OPPONENT WAS GEORGE KHRIKADZE?,SELECT surface WHERE opponent EQL george khrikadze
WHAT WERE ALL OF THE RESULTS WHEN THEY PLAYED AGAINST LITHUANIA AND THE SURFACE WAS MADE OF CLAY?,SELECT result WHERE surface EQL clay AND against EQL lithuania
what do you believe were the results when you played against lithuania?,SELECT result WHERE surface EQL clay AND against EQL lithuania
what happened when a team played against libya and the game was made of clay?,SELECT result WHERE surface EQL clay AND against EQL lithuania
what will they do if one plays against lithuania and the surfaces are made of clay?,SELECT result WHERE surface EQL clay AND against EQL lithuania
Which team has the home average of 18125?,SELECT team WHERE home avg EQL 18125
which team has an average home average of 18125?,SELECT team WHERE home avg EQL 18125
which team has a home average of 18125?,SELECT team WHERE home avg EQL 18125
which team has the home average of 18125?,SELECT team WHERE home avg EQL 18125
Name the writers for swedish sailor,SELECT writer(s) WHERE arties disguises EQL swedish sailor
who wrote the swedish sailors?,SELECT writer(s) WHERE arties disguises EQL swedish sailor
How many attended the game at Busch Stadium (ii) when the time was 3:54?,SELECT attendance WHERE location EQL busch stadium (ii) AND time EQL 3:54
What dates were the games after game 6 played?,SELECT date WHERE game GT 6
when did the games after game 6 happen?,SELECT date WHERE game GT 6
what dates were the games played after game 6?,SELECT date WHERE game GT 6
Who were the co-drivers of the vehicle that had both a Class position and position of 7th?,SELECT co-drivers WHERE class pos. EQL 7th AND pos. EQL 7th
Who were the co-drivers of the vehicle that had both a Class position and position of 7th?,SELECT co-drivers WHERE class pos. EQL 7th AND pos. EQL 7th
"Can you tell me the Placings that hasthe Free smaller than 524.3, and the Total smaller than 1170.1, and the Name of per cock-clausen?",SELECT placings WHERE free LT 524.3 AND total LT 1170.1 AND name EQL per cock-clausen
What is player 1 when player 3 is South and the prevailing wind is South?,SELECT player 1 WHERE player 3 EQL south AND prevailing wind EQL south
tell me the difference between player 1 and player 3 assuming that the dominant wind is south?,SELECT player 1 WHERE player 3 EQL south AND prevailing wind EQL south
what does player 1 mean when player 3 is south and the prevailing wind is south?,SELECT player 1 WHERE player 3 EQL south AND prevailing wind EQL south
Name the production code for number in season being 21,SELECT production code WHERE no. in season EQL 21
name the production code for season number 21,SELECT production code WHERE no. in season EQL 21
Name the production code by paul lieberstein,SELECT production code WHERE written by EQL paul lieberstein
name the production code of paul lieberstein,SELECT production code WHERE written by EQL paul lieberstein
give a name to the production code by paul lieberstein,SELECT production code WHERE written by EQL paul lieberstein
name the production code by paul lieberstein,SELECT production code WHERE written by EQL paul lieberstein
"Which representative was the Ambassador Extraordinary and Plenipotentiary and had a Termination of Mission date September 20, 1996?","SELECT representative WHERE title EQL ambassador extraordinary and plenipotentiary AND termination of mission EQL september 20, 1996"
"Which representative was the Ambassador Extraordinary and Plenipotentiary and had a Termination of Mission date September 20, 1996?","SELECT representative WHERE title EQL ambassador extraordinary and plenipotentiary AND termination of mission EQL september 20, 1996"
"Which representative has a Termination of MIssion date Mar 25, 1976?","SELECT representative WHERE termination of mission EQL mar 25, 1976"
which representative had a mission termination date of 25 mar 1976?,"SELECT representative WHERE termination of mission EQL mar 25, 1976"
What was the Termination of Mission date for the ambassador who was appointed by Barack Obama?,SELECT termination of mission WHERE appointed by EQL barack obama
when was the termination date for the ambassador who was appointed by barack obama?,SELECT termination of mission WHERE appointed by EQL barack obama
What university was founded in 1898?,SELECT university WHERE year founded EQL 1898
which university was founded in 1898?,SELECT university WHERE year founded EQL 1898
what university was founded in 1898?,SELECT university WHERE year founded EQL 1898
what is the technology when the gel pouring is no and the analysis time is 8 days?,SELECT technology WHERE gel pouring EQL no AND analysis time EQL 8 days
what is the technology when the gel pouring is no and the analysis time is 8 days?,SELECT technology WHERE gel pouring EQL no AND analysis time EQL 8 days
what is the throughput (including analysis) when the analysis time is 4 hours?,SELECT throughput (including analysis) WHERE analysis time EQL 4 hours
what is the throughput (including analysis) when the analysis time is 4 hours?,SELECT throughput (including analysis) WHERE analysis time EQL 4 hours
What was the Series in 2009?,SELECT series WHERE season EQL 2009
what was the 2009 stars series?,SELECT series WHERE season EQL 2009
which series was developed in 2009?,SELECT series WHERE season EQL 2009
what happened to the series in 2009?,SELECT series WHERE season EQL 2009
How many Wins in the Year with more than 16 Races?,SELECT wins WHERE races GT 16
how many victories do you get for more than 16 races in a year?,SELECT wins WHERE races GT 16
how many times have you won more than 16 races in a year?,SELECT wins WHERE races GT 16
how many wins do you get in a year with more than 16 races?,SELECT wins WHERE races GT 16
Tell me the eastern #1 for week of 5,SELECT eastern #1 WHERE week EQL 5
Tell me the eastern #1 for week of 5,SELECT eastern #1 WHERE week EQL 5
Tell me the eastern #2 for western #2 of oakland,SELECT eastern #2 WHERE western #2 EQL oakland
Tell me the eastern #2 for western #2 of oakland,SELECT eastern #2 WHERE western #2 EQL oakland
Tell me the wekk for eastern #2 of houston,SELECT week WHERE eastern #2 EQL houston
Tell me the wekk for eastern #2 of houston,SELECT week WHERE eastern #2 EQL houston
"If the hometown is Windhoek, what is the represented?",SELECT represented WHERE hometown EQL windhoek
what is windhoek's hometown represented?,SELECT represented WHERE hometown EQL windhoek
if windhoek is a hometown then what is represented?,SELECT represented WHERE hometown EQL windhoek
"If the height in inches is 5'7"", what is the represented?","SELECT represented WHERE height (in.) EQL 5'7"""
"If the height in inches is 5'7"", what is the represented?","SELECT represented WHERE height (in.) EQL 5'7"""
"If the hometown is Omuthiya, what is the contestant name?",SELECT contestant WHERE hometown EQL omuthiya
if the hometown of omuthiya is omuthiya then what is the contestant name?,SELECT contestant WHERE hometown EQL omuthiya
"What is the scheduled value for the farm having a capacity under 32.5MW, type of Nordex n90 2.5MW, and a farm of Glenough Extension?",SELECT scheduled WHERE capacity (mw) LT 32.5 AND type EQL nordex n90 2.5mw AND wind farm EQL glenough extension
What is the type of turbine having fewer than 17 units and located in County Laois?,SELECT type WHERE turbines LT 17 AND location EQL county laois
tell me the type of turbine containing fewer than 17 units located in laois county?,SELECT type WHERE turbines LT 17 AND location EQL county laois
When is the scheduled date for the farm having 17 turbines?,SELECT scheduled WHERE turbines EQL 17
when will the turbine farm be completed and in operation?,SELECT scheduled WHERE turbines EQL 17
when is the planned date for the farm having 17 turbines?,SELECT scheduled WHERE turbines EQL 17
is the next scheduled date for the farm having 17 turbines?,SELECT scheduled WHERE turbines EQL 17
when is the scheduled date for the farm with 17 turbines?,SELECT scheduled WHERE turbines EQL 17
when is the scheduled date for the farm having 17 turbines?,SELECT scheduled WHERE turbines EQL 17
What is the size of the windfarm in wexford that has more than 19 turbines and a vendor of Enercon?,SELECT size (mw) WHERE turbines GT 19 AND turbine vendor EQL enercon AND county EQL wexford
What is the size of the windfarm in wexford that has more than 19 turbines and a vendor of Enercon?,SELECT size (mw) WHERE turbines GT 19 AND turbine vendor EQL enercon AND county EQL wexford
Who is the turbine vendor for Meenadreen in Donegal county with less than 6 turbines with a size of 0.85 MW?,SELECT turbine vendor WHERE turbines LT 6 AND county EQL donegal AND size (mw) EQL 0.85 AND wind farm EQL meenadreen
who is the turbine vendor for meenadreen in donegal county with less than 6 turbines and a size of 085 mw?,SELECT turbine vendor WHERE turbines LT 6 AND county EQL donegal AND size (mw) EQL 0.85 AND wind farm EQL meenadreen
What is the pole position of the Portuguese Grand Prix?,SELECT pole position WHERE grand prix EQL portuguese grand prix
tell me the pole position of the portuguese grand prix?,SELECT pole position WHERE grand prix EQL portuguese grand prix
What is the pole position of the grand prix with 1 round?,SELECT pole position WHERE round EQL 1
What is the pole position of the grand prix with 1 round?,SELECT pole position WHERE round EQL 1
What is the pole position of the Hungarian Grand Prix?,SELECT pole position WHERE grand prix EQL hungarian grand prix
tell me the pole position of the hungarian grand prix?,SELECT pole position WHERE grand prix EQL hungarian grand prix
Which rounds had the B195 chassis?,SELECT rounds WHERE chassis EQL b195
which round came with the b195 chassis?,SELECT rounds WHERE chassis EQL b195
Who was the driver of the Ford EDB 3.0 v8 engine?,SELECT driver WHERE engine EQL ford edb 3.0 v8
What was the record of the match that had a time of 1:44?,SELECT record WHERE time EQL 1:44
Who was the opponent at GCM – D.O.G. 4?,SELECT opponent WHERE event EQL gcm – d.o.g. 4
"What was the location of the match that ended before round 2, against Hikaru Sato?",SELECT location WHERE round LT 2 AND opponent EQL hikaru sato
"What is the 1999-2000 team, when the Height (cm) is less than 187, and when the Birthplace is Cloquet, Minnesota?","SELECT 1999-2000 team WHERE height (cm) LT 187 AND birthplace EQL cloquet, minnesota"
"What is the 1999-2000 team, when the Height (cm) is less than 187, and when the Birthplace is Cloquet, Minnesota?","SELECT 1999-2000 team WHERE height (cm) LT 187 AND birthplace EQL cloquet, minnesota"
"What is the Name v t e, when the Height (cm) is greater than 179, and when the 1999-2000 team is Chicago Blackhawks?",SELECT name v t e WHERE height (cm) GT 179 AND 1999-2000 team EQL chicago blackhawks
"What is the Name v t e, when the Height (cm) is greater than 179, and when the 1999-2000 team is Chicago Blackhawks?",SELECT name v t e WHERE height (cm) GT 179 AND 1999-2000 team EQL chicago blackhawks
What is the ticket price at Canadian National Exhibition Stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
tell me the price for a canadian national exhibition ticket?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
tell me the ticket price at the canadian national exhibition stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
tell me the ticket price for canadian national exhibition stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
tell me the ticket price at canadian national exhibition stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
what is the ticket price at the canadian national exhibition stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
what is the ticket price for canadian national exhibition stadium?,SELECT ticket price(s) WHERE venue EQL canadian national exhibition stadium
What was the ticket price at Red Rocks Amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
what was the price of the red rocks amphitheatre tickets?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
what was the price of the tickets to red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
tell me the ticket price at red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
what was the ticket price for red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
what's the ticket price at red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
how much was the ticket price at red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
what was the ticket price at red rocks amphitheatre?,SELECT ticket price(s) WHERE venue EQL red rocks amphitheatre
"What was the ticket price on September 16, 1986?","SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
tell me the cost of admission on september 16 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
tell me the price of tickets on september 16 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
what was the price of tickets on september 16 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
what was the ticket price on 16 september 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
what is the ticket price on september 16 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
what was the ticket price on september 16 1986?,"SELECT ticket price(s) WHERE date(s) EQL september 16, 1986"
What is the Name with a height of more than 183 cm for the 1997–1998 Team of mighty ducks of anaheim?,SELECT name WHERE height (cm) GT 183 AND 1997–1998 team EQL mighty ducks of anaheim
What is the Name with a height of more than 183 cm for the 1997–1998 Team of mighty ducks of anaheim?,SELECT name WHERE height (cm) GT 183 AND 1997–1998 team EQL mighty ducks of anaheim
"What is the Position with a Birthdate that is august 17, 1980?","SELECT position WHERE birthdate EQL august 17, 1980"
"What is the Position with a Birthdate that is august 17, 1980?","SELECT position WHERE birthdate EQL august 17, 1980"
What is Away team Carlton's score?,SELECT away team score WHERE away team EQL carlton
tell me the away team score?,SELECT away team score WHERE away team EQL carlton
Which Away team had a score of 15.15 (105)?,SELECT away team WHERE away team score EQL 15.15 (105)
Which Away team had a score of 15.15 (105)?,SELECT away team WHERE away team score EQL 15.15 (105)
What was Home team Footscray's score?,SELECT home team score WHERE home team EQL footscray
what was the score of the home side footscray?,SELECT home team score WHERE home team EQL footscray
what was the home team's score at footscray?,SELECT home team score WHERE home team EQL footscray
what was the score of home team footscray?,SELECT home team score WHERE home team EQL footscray
what was footscrays' score?,SELECT home team score WHERE home team EQL footscray
what was footscray's score?,SELECT home team score WHERE home team EQL footscray
"When the Home team had a score of 16.10 (106), what was the Date?",SELECT date WHERE home team score EQL 16.10 (106)
"When the Home team had a score of 16.10 (106), what was the Date?",SELECT date WHERE home team score EQL 16.10 (106)
Who was the away team at Melbourne's home game?,SELECT away team WHERE home team EQL melbourne
who was melbourne's away team at the melbourne game?,SELECT away team WHERE home team EQL melbourne
who was the away team at melbourne's home match?,SELECT away team WHERE home team EQL melbourne
What was the away team score at Corio Oval?,SELECT away team score WHERE venue EQL corio oval
what was the score of the away team at corio oval?,SELECT away team score WHERE venue EQL corio oval
what was the away team's score at corio oval?,SELECT away team score WHERE venue EQL corio oval
what was the away team score at corio oval?,SELECT away team score WHERE venue EQL corio oval
When did the away team score 12.14 (86)?,SELECT date WHERE away team score EQL 12.14 (86)
When did the away team score 12.14 (86)?,SELECT date WHERE away team score EQL 12.14 (86)
Which team plays at Lake Oval?,SELECT home team WHERE venue EQL lake oval
what team plays at lake oval?,SELECT home team WHERE venue EQL lake oval
which team plays in lake oval?,SELECT home team WHERE venue EQL lake oval
which team plays at lake oval?,SELECT home team WHERE venue EQL lake oval
What was the away score when they played at Brunswick Street Oval?,SELECT away team score WHERE venue EQL brunswick street oval
what was the score away when they played at brunswick street oval?,SELECT away team score WHERE venue EQL brunswick street oval
what was the away score during the game at brunswick street oval?,SELECT away team score WHERE venue EQL brunswick street oval
what was the away score when they played at brunswick street oval?,SELECT away team score WHERE venue EQL brunswick street oval
Where was South Melbourne played?,SELECT venue WHERE home team EQL south melbourne
where did south melbourne play?,SELECT venue WHERE home team EQL south melbourne
where south melbourne played?,SELECT venue WHERE home team EQL south melbourne
How much did the home team st kilda score?,SELECT home team score WHERE home team EQL st kilda
how much did st kilda score this season?,SELECT home team score WHERE home team EQL st kilda
how much did the st kilda home team score?,SELECT home team score WHERE home team EQL st kilda
how much do the home side st kilda have scored?,SELECT home team score WHERE home team EQL st kilda
how much did the home team score?,SELECT home team score WHERE home team EQL st kilda
"When the crowd was larger than 7,500 what was the away teams score?","SELECT away team score WHERE crowd GT 7,500"
what was the result when the crowd was more than 7500?,"SELECT away team score WHERE crowd GT 7,500"
when crowds were larger than 7500 what was the score of away teams?,"SELECT away team score WHERE crowd GT 7,500"
when the crowd was higher than 7500 what was the score for away teams?,"SELECT away team score WHERE crowd GT 7,500"
Tell me the venue for north melbourne,SELECT venue WHERE away team EQL north melbourne
Tell me the venue for north melbourne,SELECT venue WHERE away team EQL north melbourne
"When the Away team had a score of 14.11 (95), what was the team name?",SELECT away team WHERE away team score EQL 14.11 (95)
"When the Away team had a score of 14.11 (95), what was the team name?",SELECT away team WHERE away team score EQL 14.11 (95)
What team played at lake oval while away?,SELECT away team WHERE venue EQL lake oval
what team played at the lake oval?,SELECT away team WHERE venue EQL lake oval
which team played at lake oval?,SELECT away team WHERE venue EQL lake oval
what team played at lake oval?,SELECT away team WHERE venue EQL lake oval
what team played in the lake oval while away?,SELECT away team WHERE venue EQL lake oval
what team played at lake oval while away?,SELECT away team WHERE venue EQL lake oval
What Away team got a team score of 12.16 (88)?,SELECT away team WHERE away team score EQL 12.16 (88)
What Away team got a team score of 12.16 (88)?,SELECT away team WHERE away team score EQL 12.16 (88)
When was the game with richmond as Away team?,SELECT date WHERE away team EQL richmond
when was the game with richmond?,SELECT date WHERE away team EQL richmond
"What is the Finish on June 1, 2008?","SELECT finish WHERE date EQL june 1, 2008"
what will be the end of june 1 2008?,"SELECT finish WHERE date EQL june 1, 2008"
"What is the Track in Louisville, Kentucky?","SELECT track WHERE location EQL louisville, kentucky"
which track is in louisville kentucky?,"SELECT track WHERE location EQL louisville, kentucky"
"What is the Location of the Event on March 30, 2008?","SELECT location WHERE date EQL march 30, 2008"
where is the event on 30 march 2008?,"SELECT location WHERE date EQL march 30, 2008"
where will the event be held on march 30 2008?,"SELECT location WHERE date EQL march 30, 2008"
tell me the location of the event on march 30 2008?,"SELECT location WHERE date EQL march 30, 2008"
show me the location of the event on march 30 2008?,"SELECT location WHERE date EQL march 30, 2008"
what was the location of the event on march 30 2008?,"SELECT location WHERE date EQL march 30, 2008"
what is the location of the event on march 30 2008?,"SELECT location WHERE date EQL march 30, 2008"
Which IHSAA Class has a School of shakamak?,SELECT ihsaa class WHERE school EQL shakamak
Which IHSAA Class has a School of shakamak?,SELECT ihsaa class WHERE school EQL shakamak
Which County has a School of bloomfield?,SELECT county WHERE school EQL bloomfield
which county has a school in bloomfield?,SELECT county WHERE school EQL bloomfield
"Which Mascot has a Location of evansville, and an Enrollment larger than 1,392, and a School of evansville harrison?","SELECT mascot WHERE location EQL evansville AND enrollment GT 1,392 AND school EQL evansville harrison"
"Which Mascot has a Location of evansville, and an Enrollment larger than 1,392, and a School of evansville harrison?","SELECT mascot WHERE location EQL evansville AND enrollment GT 1,392 AND school EQL evansville harrison"
"Which County has an IHSAA Class of aaa, and an Enrollment smaller than 799?",SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
which county has a class of aaa from ihsaa and an enrollment less than 799?,SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
which county has a class of ihsaa aaa and an enrollment under 799?,SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
which county has a class aaa of ihsaa and enrollment less than 799?,SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
which county has an ihsaa class of aaa and enrollment less than 799?,SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
which county has an ihsaa class of aaa and an enrollment less than 799?,SELECT county WHERE ihsaa class EQL aaa AND enrollment LT 799
Which Location has a Mascot of tigers?,SELECT location WHERE mascot EQL tigers
which place has a tigers mascot?,SELECT location WHERE mascot EQL tigers
which area has tigers?,SELECT location WHERE mascot EQL tigers
which location has a tigers mascot?,SELECT location WHERE mascot EQL tigers
which location has a tiger mascot?,SELECT location WHERE mascot EQL tigers
What county is the team with the mascot of the Tigers in?,SELECT county WHERE mascot EQL tigers
which county is the tigers team in?,SELECT county WHERE mascot EQL tigers
what county do the tigers have the mascot of?,SELECT county WHERE mascot EQL tigers
What county is the team with the mascot of the Tigers in?,SELECT county WHERE mascot EQL tigers
how many counties are the tigers team mascot in?,SELECT county WHERE mascot EQL tigers
what county does the tiger mascot play in?,SELECT county WHERE mascot EQL tigers
Name the pct for green bay packers,SELECT pct WHERE team EQL green bay packers
tell me the pct for the green bay packers,SELECT pct WHERE team EQL green bay packers
Where is the lacrosse school located?,SELECT location WHERE school EQL lacrosse
